Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Maung Maung,M,Myanmar,MYA,1948,London,Weightlifting,Weightlifting Men's Bantamweight,No medal
Hardy Saw,M,Myanmar,MYA,1948,London,Boxing,Boxing Men's Bantamweight,No medal
Stanley Majid,M,Myanmar,MYA,1952,Helsinki,Boxing,Boxing Men's Light-Welterweight,No medal
Nil Yin,M,Myanmar,MYA,1952,Helsinki,Weightlifting,Weightlifting Men's Lightweight,No medal
Nil Maung,M,Myanmar,MYA,1952,Helsinki,Weightlifting,Weightlifting Men's Featherweight,No medal
Nyein Ba,M,Myanmar,MYA,1952,Helsinki,Boxing,Boxing Men's Featherweight,No medal
Basil Thompson,M,Myanmar,MYA,1952,Helsinki,Boxing,Boxing Men's Flyweight,No medal
Aw Kee,M,Myanmar,MYA,1956,Melbourne,Weightlifting,Weightlifting Men's Bantamweight,No medal
Lwin Maung,M,Myanmar,MYA,1956,Melbourne,Sailing,Sailing Mixed One Person Dinghy,No medal
Myitung Naw,M,Myanmar,MYA,1956,Melbourne,Athletics,"Athletics Men's 10,000 metres",No medal
Myitung Naw,M,Myanmar,MYA,1956,Melbourne,Athletics,Athletics Men's Marathon,No medal
Nil Maung,M,Myanmar,MYA,1956,Melbourne,Weightlifting,Weightlifting Men's Lightweight,No medal
Terrence Oung,M,Myanmar,MYA,1956,Melbourne,Boxing,Boxing Men's Light-Welterweight,No medal
Thein Myint,M,Myanmar,MYA,1956,Melbourne,Boxing,Boxing Men's Bantamweight,No medal
Tun Kywe,M,Myanmar,MYA,1956,Melbourne,Weightlifting,Weightlifting Men's Featherweight,No medal
Yaichit Wang,M,Myanmar,MYA,1956,Melbourne,Boxing,Boxing Men's Featherweight,No medal
Yaishwe Best,M,Myanmar,MYA,1956,Melbourne,Boxing,Boxing Men's Flyweight,No medal
Hla Nyunt,M,Myanmar,MYA,1960,Roma,Boxing,Boxing Men's Flyweight,No medal
Lwin Maung,M,Myanmar,MYA,1960,Roma,Sailing,Sailing Mixed One Person Dinghy,No medal
Myitung Naw,M,Myanmar,MYA,1960,Roma,Athletics,Athletics Men's Marathon,No medal
Nil Maung,M,Myanmar,MYA,1960,Roma,Weightlifting,Weightlifting Men's Lightweight,No medal
Than Tun,M,Myanmar,MYA,1960,Roma,Boxing,Boxing Men's Featherweight,No medal
Thein Myint,M,Myanmar,MYA,1960,Roma,Boxing,Boxing Men's Bantamweight,No medal
Tin Ni,M,Myanmar,MYA,1960,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Tun Kywe,M,Myanmar,MYA,1960,Roma,Weightlifting,Weightlifting Men's Featherweight,No medal
Bawa Maung,M,Myanmar,MYA,1964,Tokyo,Boxing,Boxing Men's Flyweight,No medal
Chit Mya,M,Myanmar,MYA,1964,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,No medal
Kyaw Aye,M,Myanmar,MYA,1964,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Kyaw Shein,M,Myanmar,MYA,1964,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Maung Rajan,M,Myanmar,MYA,1964,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,No medal
Mya Thein,M,Myanmar,MYA,1964,Tokyo,Weightlifting,Weightlifting Men's Lightweight,No medal
Pe Aye,M,Myanmar,MYA,1964,Tokyo,Weightlifting,Weightlifting Men's Middleweight,No medal
Thein Myint,M,Myanmar,MYA,1964,Tokyo,Boxing,Boxing Men's Bantamweight,No medal
Thin Sumbwegam,M,Myanmar,MYA,1964,Tokyo,Athletics,Athletics Men's Marathon,No medal
Tin Ni,M,Myanmar,MYA,1964,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,No medal
Tin Ni,M,Myanmar,MYA,1964,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Tin Tun,M,Myanmar,MYA,1964,Tokyo,Boxing,Boxing Men's Featherweight,No medal
Hla Thein,M,Myanmar,MYA,1968,Mexico City,Athletics,Athletics Men's Marathon,No medal
Thet Lai,M,Myanmar,MYA,1968,Mexico City,Boxing,Boxing Men's Light-Flyweight,No medal
Thin Sumbwegam,M,Myanmar,MYA,1968,Mexico City,Athletics,Athletics Men's Marathon,No medal
Tin Tun,M,Myanmar,MYA,1968,Mexico City,Boxing,Boxing Men's Lightweight,No medal
U Gyi,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
U Lay,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
James Crampton,M,Myanmar,MYA,1972,Munich,Athletics,Athletics Men's 800 metres,No medal
James Crampton,M,Myanmar,MYA,1972,Munich,Athletics,"Athletics Men's 1,500 metres",No medal
Gyi Maung,M,Myanmar,MYA,1972,Munich,Weightlifting,Weightlifting Men's Flyweight,No medal
Hla Thein,M,Myanmar,MYA,1972,Munich,Athletics,Athletics Men's Marathon,No medal
Khin Lay,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Maung Tin,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Myint Kyu,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Myo Nyunt,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
San Aye,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Than Soe,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Tin Aung,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Tin Moe,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Tin Sein,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Vanlal Dawla,M,Myanmar,MYA,1972,Munich,Boxing,Boxing Men's Flyweight,No medal
Win Maung,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Win Maung,M,Myanmar,MYA,1972,Munich,Boxing,Boxing Men's Bantamweight,No medal
Ye Nyunt,M,Myanmar,MYA,1972,Munich,Football,Football Men's Football,No medal
Sann Myint,M,Myanmar,MYA,1980,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,No medal
Soe Khin,M,Myanmar,MYA,1980,Moskva,Athletics,Athletics Men's Marathon,No medal
Latt Zaw,M,Myanmar,MYA,1984,Los Angeles,Boxing,Boxing Men's Lightweight,No medal
Khin Htwe,F,Myanmar,MYA,1988,Seoul,Athletics,"Athletics Women's 1,500 metres",No medal
Khin Htwe,F,Myanmar,MYA,1988,Seoul,Athletics,"Athletics Women's 3,000 metres",No medal
Mar Min,F,Myanmar,MYA,1988,Seoul,Athletics,Athletics Women's Marathon,No medal
Khin Htwe,F,Myanmar,MYA,1992,Barcelona,Athletics,"Athletics Women's 1,500 metres",No medal
Khin Htwe,F,Myanmar,MYA,1992,Barcelona,Athletics,"Athletics Women's 3,000 metres",No medal
Ma Lwan,F,Myanmar,MYA,1992,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,No medal
Myint Kan,M,Myanmar,MYA,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal
Thant Phyu,F,Myanmar,MYA,1992,Barcelona,Judo,Judo Women's Half-Middleweight,No medal
Htay Myint,M,Myanmar,MYA,1996,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,No medal
Khin Htwe,F,Myanmar,MYA,1996,Atlanta,Athletics,"Athletics Women's 1,500 metres",No medal
Soe Myint,M,Myanmar,MYA,1996,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Cherry,F,Myanmar,MYA,2000,Sydney,Athletics,Athletics Women's 400 metres Hurdles,No medal
Khin Nwe,F,Myanmar,MYA,2000,Sydney,Weightlifting,Weightlifting Women's Lightweight,No medal
Maung Nge,M,Myanmar,MYA,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",No medal
Moe Aung,F,Myanmar,MYA,2000,Sydney,Swimming,Swimming Women's 50 metres Freestyle,No medal
Win Thi,F,Myanmar,MYA,2000,Sydney,Weightlifting,Weightlifting Women's Flyweight,No medal
Win Swe,F,Myanmar,MYA,2000,Sydney,Weightlifting,Weightlifting Women's Featherweight,No medal
Win Thi,F,Myanmar,MYA,2000,Sydney,Archery,Archery Women's Individual,No medal
Nan Khine,F,Myanmar,MYA,2004,Athina,Weightlifting,Weightlifting Women's Flyweight,No medal
Thin Khaing,F,Myanmar,MYA,2004,Athina,Archery,Archery Women's Individual,No medal
Lei Win,F,Myanmar,MYA,2008,Beijing,Athletics,Athletics Women's 200 metres,No medal
Nay Aung,M,Myanmar,MYA,2008,Beijing,Archery,Archery Men's Individual,No medal
Phone Tayzar,M,Myanmar,MYA,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Phone Tayzar,M,Myanmar,MYA,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Soe Thu,M,Myanmar,MYA,2008,Beijing,Athletics,"Athletics Men's 5,000 metres",No medal
Zin Kyaw,M,Myanmar,MYA,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle,No medal
Zin Shwe,F,Myanmar,MYA,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Aung Aye,F,Myanmar,MYA,2012,London,Judo,Judo Women's Half-Heavyweight,No medal
Kyu Maung,M,Myanmar,MYA,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Nay Aung,M,Myanmar,MYA,2012,London,Archery,Archery Men's Individual,No medal
San Lar,F,Myanmar,MYA,2012,London,Athletics,Athletics Women's Marathon,No medal
Thet Win,M,Myanmar,MYA,2012,London,Athletics,Athletics Men's 400 metres,No medal
Zin Shwe,F,Myanmar,MYA,2012,London,Rowing,Rowing Women's Single Sculls,No medal
Htwe Yu,F,Myanmar,MYA,2016,Rio de Janeiro,Archery,Archery Women's Individual,No medal
Myint Li,F,Myanmar,MYA,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,No medal
San Naing,M,Myanmar,MYA,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",No medal
Naung Tun,M,Myanmar,MYA,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Naung Tun,M,Myanmar,MYA,2016,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Thet Ei,F,Myanmar,MYA,2016,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,No medal
Thint Myaat,M,Myanmar,MYA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,No medal
Yan Soe,M,Myanmar,MYA,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,No medal
Tun Naung,M,Myanmar,MYA,2020,Tokyo,Shooting,10m Air Pistol Men,No medal
Thuzar Thet,F,Myanmar,MYA,2020,Tokyo,Badminton,Women's Singles,No medal
Thuzar Thet,F,Myanmar,MYA,2024,Paris,Badminton,Women's Singles,No medal
Pyae Han,M,Myanmar,MYA,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Juan Sandoval,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's 100 metres,No medal
Juan Sandoval,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's 200 metres,No medal
Rolando Mendoza,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's Shot Put,No medal
Rolando Mendoza,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's Discus Throw,No medal
Francisco Menocal,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's 400 metres,No medal
Francisco Menocal,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's 800 metres,No medal
Alfonso Molina,M,Nicaragua,NCA,1968,Mexico City,Boxing,Boxing Men's Lightweight,No medal
Gustavo Morales,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's Hammer Throw,No medal
Carlos Prez,M,Nicaragua,NCA,1968,Mexico City,Weightlifting,Weightlifting Men's Featherweight,No medal
Mario Santamaria,M,Nicaragua,NCA,1968,Mexico City,Boxing,Boxing Men's Featherweight,No medal
Hermes Silva,M,Nicaragua,NCA,1968,Mexico City,Boxing,Boxing Men's Bantamweight,No medal
Jos Valle,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,No medal
Carlos Munguia,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,No medal
Donald Espinoza,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's Long Jump,No medal
Donald Espinoza,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's Javelin Throw,No medal
Donald Espinoza,M,Nicaragua,NCA,1968,Mexico City,Athletics,Athletics Men's Decathlon,No medal
Russel Trejos,F,Nicaragua,NCA,1972,Munich,Athletics,Athletics Women's 100 metres,No medal
Russel Trejos,F,Nicaragua,NCA,1972,Munich,Athletics,Athletics Women's 200 metres,No medal
Erwin Garca,M,Nicaragua,NCA,1972,Munich,Judo,Judo Men's Half-Middleweight,No medal
Rodolfo Gmez,M,Nicaragua,NCA,1972,Munich,Athletics,Athletics Men's Marathon,No medal
Francisco Menocal,M,Nicaragua,NCA,1972,Munich,Athletics,Athletics Men's 400 metres,No medal
Francisco Menocal,M,Nicaragua,NCA,1972,Munich,Athletics,Athletics Men's 800 metres,No medal
Salvador Miranda,M,Nicaragua,NCA,1972,Munich,Boxing,Boxing Men's Flyweight,No medal
Ren Torres,M,Nicaragua,NCA,1972,Munich,Boxing,Boxing Men's Bantamweight,No medal
Jos Valle,M,Nicaragua,NCA,1972,Munich,Athletics,Athletics Men's 20 kilometres Walk,No medal
Donald Espinoza,M,Nicaragua,NCA,1972,Munich,Athletics,Athletics Men's Javelin Throw,No medal
Carlos Abaunza,M,Nicaragua,NCA,1976,Montreal,Athletics,Athletics Men's High Jump,No medal
Jos Cornavaca,M,Nicaragua,NCA,1976,Montreal,Judo,Judo Men's Half-Heavyweight,No medal
Jos Cornavaca,M,Nicaragua,NCA,1976,Montreal,Judo,Judo Men's Open Class,No medal
Miguel Espinoza,M,Nicaragua,NCA,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal
Miguel Espinoza,M,Nicaragua,NCA,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Erasmo Gmez,M,Nicaragua,NCA,1976,Montreal,Athletics,Athletics Men's 800 metres,No medal
Ernesto Gonzlez,M,Nicaragua,NCA,1976,Montreal,Boxing,Boxing Men's Lightweight,No medal
Hamblin Gonzlez,M,Nicaragua,NCA,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal
Hamblin Gonzlez,M,Nicaragua,NCA,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
David Iornos,M,Nicaragua,NCA,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal
David Iornos,M,Nicaragua,NCA,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Campari Knoepffler,M,Nicaragua,NCA,1976,Montreal,Swimming,Swimming Men's 100 metres Freestyle,No medal
Campari Knoepffler,M,Nicaragua,NCA,1976,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Campari Knoepffler,M,Nicaragua,NCA,1976,Montreal,Swimming,Swimming Men's 100 metres Butterfly,No medal
Manuel Flores,M,Nicaragua,NCA,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal
Manuel Flores,M,Nicaragua,NCA,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Ricardo Larios,M,Nicaragua,NCA,1976,Montreal,Athletics,Athletics Men's 400 metres,No medal
Francisco Menocal,M,Nicaragua,NCA,1976,Montreal,Athletics,"Athletics Men's 1,500 metres",No medal
Sergio Moreno,M,Nicaragua,NCA,1976,Montreal,Weightlifting,Weightlifting Men's Lightweight,No medal
Armando Padilla,M,Nicaragua,NCA,1976,Montreal,Athletics,Athletics Men's 100 metres,No medal
Armando Padilla,M,Nicaragua,NCA,1976,Montreal,Athletics,Athletics Men's 200 metres,No medal
Naftaly Parrales,M,Nicaragua,NCA,1976,Montreal,Weightlifting,Weightlifting Men's Bantamweight,No medal
Frank Armengol,M,Nicaragua,NCA,1976,Montreal,Swimming,Swimming Men's 200 metres Freestyle,No medal
Frank Armengol,M,Nicaragua,NCA,1976,Montreal,Swimming,Swimming Men's 400 metres Freestyle,No medal
Frank Armengol,M,Nicaragua,NCA,1976,Montreal,Swimming,Swimming Men's 100 metres Backstroke,No medal
Ernesto Alguera,M,Nicaragua,NCA,1980,Moskva,Boxing,Boxing Men's Bantamweight,No medal
Garnet Charwat,F,Nicaragua,NCA,1980,Moskva,Swimming,Swimming Women's 100 metres Freestyle,No medal
Garnet Charwat,F,Nicaragua,NCA,1980,Moskva,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Xiomara Toruo,F,Nicaragua,NCA,1980,Moskva,Athletics,Athletics Women's 400 metres,No medal
Onofre Ramrez,M,Nicaragua,NCA,1980,Moskva,Boxing,Boxing Men's Flyweight,No medal
Leonel Teller,M,Nicaragua,NCA,1980,Moskva,Athletics,Athletics Men's 400 metres Hurdles,No medal
Mario Centeno,M,Nicaragua,NCA,1984,Los Angeles,Boxing,Boxing Men's Light-Middleweight,No medal
Gustavo Cruz,M,Nicaragua,NCA,1984,Los Angeles,Boxing,Boxing Men's Bantamweight,No medal
Omar Mndez,M,Nicaragua,NCA,1984,Los Angeles,Boxing,Boxing Men's Lightweight,No medal
Alfredo Palma,M,Nicaragua,NCA,1984,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,No medal
Luis Salinas,M,Nicaragua,NCA,1984,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight I,No medal
William Villavicencio,M,Nicaragua,NCA,1992,Barcelona,Athletics,Athletics Men's Marathon,No medal
Magdiel Mejia,M,Nicaragua,NCA,1992,Barcelona,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
Alvaro Ramos,M,Nicaragua,NCA,1992,Barcelona,Weightlifting,Weightlifting Men's Flyweight,No medal
Norman Martnez,M,Nicaragua,NCA,1992,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Mario Palacios,M,Nicaragua,NCA,1992,Barcelona,Boxing,Boxing Men's Welterweight,No medal
Olga Cruz,F,Nicaragua,NCA,1992,Barcelona,Cycling,Cycling Women's Sprint,No medal
Olga Cruz,F,Nicaragua,NCA,1992,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal
Eddy Senz,M,Nicaragua,NCA,1992,Barcelona,Boxing,Boxing Men's Featherweight,No medal
Orlando Mendoza,M,Nicaragua,NCA,1992,Barcelona,Weightlifting,Weightlifting Men's Bantamweight,No medal
William Villavicencio,M,Nicaragua,NCA,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal
Martn Uriarte,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Jorge Chamorro,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Erasmo Gonzlez,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Carlos Paiz,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Arnulfo Galeano,M,Nicaragua,NCA,1996,Atlanta,Judo,Judo Men's Heavyweight,No medal
Eduardo Bojorge,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Norman Ramrez,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Fredy Corea,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Bayardo Montiel,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Richard Dixon,M,Nicaragua,NCA,1996,Atlanta,Judo,Judo Men's Half-Middleweight,No medal
Asdrudes Bucardo,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Oswaldo Gonzlez,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Walter Hernndez,M,Nicaragua,NCA,1996,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Luis Gutirrez,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Sandy Alvarado,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Omar Varela,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Julio Vallejos,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Jos Sequeira,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Nemesio Lpez,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Marta Portoblanco,F,Nicaragua,NCA,1996,Atlanta,Athletics,"Athletics Women's 5,000 metres",No medal
Jos Sequeira,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Henry Miranda,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Walter Toruno,M,Nicaragua,NCA,1996,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,No medal
Walter Toruno,M,Nicaragua,NCA,1996,Atlanta,Swimming,Swimming Men's 200 metres Individual Medley,No medal
Walter Toruno,M,Nicaragua,NCA,1996,Atlanta,Swimming,Swimming Men's 400 metres Individual Medley,No medal
Anbal Garca,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Fredy Garca,M,Nicaragua,NCA,1996,Atlanta,Baseball,Baseball Men's Baseball,No medal
Fernanda Delgado,F,Nicaragua,NCA,2000,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,No medal
Carlos Davila,M,Nicaragua,NCA,2000,Sydney,Taekwondo,Taekwondo Men's Heavyweight,No medal
Maritza Amador,F,Nicaragua,NCA,2000,Sydney,Athletics,Athletics Women's 400 metres,No medal
Marcelino Soza,M,Nicaragua,NCA,2000,Sydney,Swimming,Swimming Men's 400 metres Freestyle,No medal
Walter Hernndez,M,Nicaragua,NCA,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Orlando Mendoza,M,Nicaragua,NCA,2000,Sydney,Weightlifting,Weightlifting Men's Bantamweight,No medal
Carlos Balladares,M,Nicaragua,NCA,2004,Athina,Athletics,Athletics Men's 100 metres,No medal
Geraldine Vanegas,F,Nicaragua,NCA,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,No medal
Svitlana Lpez,F,Nicaragua,NCA,2004,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Svitlana Lpez,F,Nicaragua,NCA,2004,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal
Fernando Medina,M,Nicaragua,NCA,2004,Athina,Swimming,Swimming Men's 100 metres Butterfly,No medal
Olivia Carmona,F,Nicaragua,NCA,2004,Athina,Athletics,Athletics Women's Javelin Throw,No medal
Jessica Aguilera,F,Nicaragua,NCA,2008,Beijing,Athletics,Athletics Women's 100 metres,No medal
Walter Hernndez,M,Nicaragua,NCA,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Walter Hernndez,M,Nicaragua,NCA,2008,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Karla Rodrguez,F,Nicaragua,NCA,2008,Beijing,Weightlifting,Weightlifting Women's Flyweight,No medal
Yasser Mungua,M,Nicaragua,NCA,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle,No medal
Dalia Zamora,F,Nicaragua,NCA,2008,Beijing,Swimming,Swimming Women's 50 metres Freestyle,No medal
Juan Zeledn,M,Nicaragua,NCA,2008,Beijing,Athletics,Athletics Men's 200 metres,No medal
Osmar Amador,M,Nicaragua,NCA,2012,London,Boxing,Boxing Men's Light-Heavyweight,No medal
Lucia Gomez,F,Nicaragua,NCA,2012,London,Weightlifting,Weightlifting Women's Middleweight,No medal
Edgar Espinoza,M,Nicaragua,NCA,2012,London,Athletics,Athletics Men's 800 metres,No medal
Yasser Mungua,M,Nicaragua,NCA,2012,London,Swimming,Swimming Men's 100 metres Freestyle,No medal
Dalia Zamora,F,Nicaragua,NCA,2012,London,Swimming,Swimming Women's 100 metres Butterfly,No medal
Ingrid Narvaez,F,Nicaragua,NCA,2012,London,Athletics,Athletics Women's 400 metres,No medal
Rafael Paladino,M,Nicaragua,NCA,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Miguel Peralta,M,Nicaragua,NCA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,No medal
